CC COD;CT COD;CCUSTO;CONTA;2020-10
20122;41101008;20122 - GERENCIA FN;41101008 - ENCARGOS SOCIAIS - INSS;9272,45
20122;41101009;20122 - GERENCIA FN;41101009 - ENC. SOCIAIS - FGTS;2717,2
20122;41101010;20122 - GERENCIA FN;41101010 - FERIAS;3074,1
20122;41101012;20122 - GERENCIA FN;41101012 - DECIMO TERCEIRO SALARIO;2305,57
20122;41101016;20122 - GERENCIA FN;41101016 - PREMIACAO POR EVENTO;-2666,68
20122;41101026;20122 - GERENCIA FN;41101026 - R.S.R. SOBRE COMISSOES;1185,33
20122;41101027;20122 - GERENCIA FN;41101027 - PROVISAO PPR;3414,08
20122;41102009;20122 - GERENCIA FN;41102009 - TICKETS RESTAURANTE;907,33
20122;41102011;20122 - GERENCIA FN;41102011 - ASSISTENCIA MEDICA;3195,12
20122;41102014;20122 - GERENCIA FN;41102014 - DESP. ODONTOLOGICAS;-1,03
20122;41102017;20122 - GERENCIA FN;41102017 - SEGURO DE VIDA;70,25
20122;42103003;20122 - GERENCIA FN;42103003 - ALUGUEIS DE VEICULOS;2497,82
20122;42105002;20122 - GERENCIA FN;42105002 - ADVOGADO PESSOA JURIDICA;200,02
20122;42107006;20122 - GERENCIA FN;42107006 - OUTRAS DESPESAS COM VEICULOS;265,2
20122;42108002;20122 - GERENCIA FN;42108002 - TELEFONIA MOVEL;198,72
20122;42109002;20122 - GERENCIA FN;42109002 - DESPESA LICENCA DE USO DE SOFTWARE;71,95
20122;42111001;20122 - GERENCIA FN;42111001 - MATERIAL DE LIMPEZA;9,08
20122;49901011;20122 - GERENCIA FN;49901011 - RATEIOS GERENCIA FN;-54936,12
20123;41101001;20123 - GERENCIA FP;41101001 - SALARIOS;16872,96
20123;41101005;20123 - GERENCIA FP;41101005 - AJUDA DE CUSTO;924,23
20123;41101008;20123 - GERENCIA FP;41101008 - ENCARGOS SOCIAIS - INSS;5804,6
20123;41101009;20123 - GERENCIA FP;41101009 - ENC. SOCIAIS - FGTS;1612,31
20123;41101010;20123 - GERENCIA FP;41101010 - FERIAS;1874,78
20123;41101012;20123 - GERENCIA FP;41101012 - DECIMO TERCEIRO SALARIO;1406,08
20123;41101016;20123 - GERENCIA FP;41101016 - PREMIACAO POR EVENTO;-10000,02
20123;41101027;20123 - GERENCIA FP;41101027 - PROVISAO PPR;2812,16
20123;41102001;20123 - GERENCIA FP;41102001 - MEDICAMENTOS;-1,49
20123;41102009;20123 - GERENCIA FP;41102009 - TICKETS RESTAURANTE;482,11
20123;41102011;20123 - GERENCIA FP;41102011 - ASSISTENCIA MEDICA;1758,14
20123;41102014;20123 - GERENCIA FP;41102014 - DESP. ODONTOLOGICAS;-0,87
20123;41102017;20123 - GERENCIA FP;41102017 - SEGURO DE VIDA;60,37
20123;42103003;20123 - GERENCIA FP;42103003 - ALUGUEIS DE VEICULOS;1685,11
20123;42106001;20123 - GERENCIA FP;42106001 - VIAGENS AO EXTERIOR;1147,33
20123;42106005;20123 - GERENCIA FP;42106005 - DESPESAS COM CONDUCAO;22,06
20123;42108002;20123 - GERENCIA FP;42108002 - TELEFONIA MOVEL;101,59
20123;49901036;20123 - GERENCIA FP;49901036 - RATEIO GERENCIA FP;-26561,45
20125;41101001;20125 - GERENCIA ADM DE COMERCIAL;41101001 - SALARIOS;47701,99
20125;41101006;20125 - GERENCIA ADM DE COMERCIAL;41101006 - OUTRAS REMUNERACOES;169,59
20125;41101008;20125 - GERENCIA ADM DE COMERCIAL;41101008 - ENCARGOS SOCIAIS - INSS;16632,26
20125;41101009;20125 - GERENCIA ADM DE COMERCIAL;41101009 - ENC. SOCIAIS - FGTS;4614,36
20125;41101010;20125 - GERENCIA ADM DE COMERCIAL;41101010 - FERIAS;5604,5
20125;41101012;20125 - GERENCIA ADM DE COMERCIAL;41101012 - DECIMO TERCEIRO SALARIO;4203,39
20125;41101023;20125 - GERENCIA ADM DE COMERCIAL;41101023 - AJUDA DE CUSTO ESCOLAR;542,22
20125;41101027;20125 - GERENCIA ADM DE COMERCIAL;41101027 - PROVISAO PPR;5824,2
20125;41102001;20125 - GERENCIA ADM DE COMERCIAL;41102001 - MEDICAMENTOS;-0,56
20125;41102004;20125 - GERENCIA ADM DE COMERCIAL;41102004 - EPI;24,57
20125;41102009;20125 - GERENCIA ADM DE COMERCIAL;41102009 - TICKETS RESTAURANTE;399,75
20125;41102011;20125 - GERENCIA ADM DE COMERCIAL;41102011 - ASSISTENCIA MEDICA;3006,41
20125;41102014;20125 - GERENCIA ADM DE COMERCIAL;41102014 - DESP. ODONTOLOGICAS;0,07
20125;41102017;20125 - GERENCIA ADM DE COMERCIAL;41102017 - SEGURO DE VIDA;178,91
20125;41102022;20125 - GERENCIA ADM DE COMERCIAL;41102022 - CESTA BASICA;221,45
20125;42101015;20125 - GERENCIA ADM DE COMERCIAL;42101015 - BENS DE PEQUENO VALOR;-50
20125;42101017;20125 - GERENCIA ADM DE COMERCIAL;42101017 - MATERIAL DE CONSUMO;39,4
20125;42105002;20125 - GERENCIA ADM DE COMERCIAL;42105002 - ADVOGADO PESSOA JURIDICA;532,55
20125;42105010;20125 - GERENCIA ADM DE COMERCIAL;42105010 - CONSULTORIA;18132,72
20125;42106001;20125 - GERENCIA ADM DE COMERCIAL;42106001 - VIAGENS AO EXTERIOR;2825,83
20125;42106005;20125 - GERENCIA ADM DE COMERCIAL;42106005 - DESPESAS COM CONDUCAO;11,03
20125;42106006;20125 - GERENCIA ADM DE COMERCIAL;42106006 - DESPESAS COM TAXI;513,66
20125;42106008;20125 - GERENCIA ADM DE COMERCIAL;42106008 - HOSPEDAGEM;2274,15
20125;42108001;20125 - GERENCIA ADM DE COMERCIAL;42108001 - TELEFONIA FIXA;53,66
20125;42108002;20125 - GERENCIA ADM DE COMERCIAL;42108002 - TELEFONIA MOVEL;419,83
20125;42109002;20125 - GERENCIA ADM DE COMERCIAL;42109002 - DESPESA LICENCA DE USO DE SOFTWARE;1124,91
20125;42109005;20125 - GERENCIA ADM DE COMERCIAL;42109005 - CONSULTORIA DATASUL;5594,4
20125;42111001;20125 - GERENCIA ADM DE COMERCIAL;42111001 - MATERIAL DE LIMPEZA;76,52
20125;42111002;20125 - GERENCIA ADM DE COMERCIAL;42111002 - MATERIAL DE ESCRITORIO;19,84
20125;42115001;20125 - GERENCIA ADM DE COMERCIAL;42115001 - DEPRECIACAO;66033,3
20125;42115002;20125 - GERENCIA ADM DE COMERCIAL;42115002 - AMORTIZACAO;612,34
20125;49101025;20125 - GERENCIA ADM DE COMERCIAL;49101025 - RATEIO RECEBIDO REFEITORIO;1795,69
20125;49101026;20125 - GERENCIA ADM DE COMERCIAL;49101026 - RATEIO RECEBIDO LIMPEZA;780,87
20125;49101032;20125 - GERENCIA ADM DE COMERCIAL;49101032 - RATEIOS RECEBIDOS PROG JOVEM APRENDIZ;175,68
20125;49901001;20125 - GERENCIA ADM DE COMERCIAL;49901001 - RATEIOS ADM COML VENDAS;-190089,49
20126;41101001;20126 - GERENCIA FS+TV;41101001 - SALARIOS;20800
20126;41101005;20126 - GERENCIA FS+TV;41101005 - AJUDA DE CUSTO;296,45
20126;41101008;20126 - GERENCIA FS+TV;41101008 - ENCARGOS SOCIAIS - INSS;7225,77
20126;41101009;20126 - GERENCIA FS+TV;41101009 - ENC. SOCIAIS - FGTS;1987,56
20126;41101010;20126 - GERENCIA FS+TV;41101010 - FERIAS;2311,1
20126;41101012;20126 - GERENCIA FS+TV;41101012 - DECIMO TERCEIRO SALARIO;1733,33
20126;41101016;20126 - GERENCIA FS+TV;41101016 - PREMIACAO POR EVENTO;-6000,02
20126;41101027;20126 - GERENCIA FS+TV;41101027 - PROVISAO PPR;3466,67
20126;41102009;20126 - GERENCIA FS+TV;41102009 - TICKETS RESTAURANTE;399,75
20126;41102017;20126 - GERENCIA FS+TV;41102017 - SEGURO DE VIDA;73,54
20126;42103003;20126 - GERENCIA FS+TV;42103003 - ALUGUEIS DE VEICULOS;1700,02
20126;42106005;20126 - GERENCIA FS+TV;42106005 - DESPESAS COM CONDUCAO;44,12
20126;42106008;20126 - GERENCIA FS+TV;42106008 - HOSPEDAGEM;33,09
20126;42108002;20126 - GERENCIA FS+TV;42108002 - TELEFONIA MOVEL;101,59
20126;42109002;20126 - GERENCIA FS+TV;42109002 - DESPESA LICENCA DE USO DE SOFTWARE;69,63
20126;49101025;20126 - GERENCIA FS+TV;49101025 - RATEIO RECEBIDO REFEITORIO;199,52
20126;49101026;20126 - GERENCIA FS+TV;49101026 - RATEIO RECEBIDO LIMPEZA;86,76
20126;49101032;20126 - GERENCIA FS+TV;49101032 - RATEIOS RECEBIDOS PROG JOVEM APRENDIZ;19,51
20126;49901016;20126 - GERENCIA FS+TV;49901016 - RATEIOS GERENCIA FS+TV;-34548,39
20140;41101001;20140 - TELEVENDAS;41101001 - SALARIOS;25497,2
20140;41101002;20140 - TELEVENDAS;41101002 - HORAS EXTRAS;25,74
20140;41101004;20140 - TELEVENDAS;41101004 - COMISSOES;14715,63
20140;41101005;20140 - TELEVENDAS;41101005 - AJUDA DE CUSTO;1778,7
20140;41101006;20140 - TELEVENDAS;41101006 - OUTRAS REMUNERACOES;151,95
20140;41101008;20140 - TELEVENDAS;41101008 - ENCARGOS SOCIAIS - INSS;14747,4
20140;41101009;20140 - TELEVENDAS;41101009 - ENC. SOCIAIS - FGTS;4097,9
20140;41101010;20140 - TELEVENDAS;41101010 - FERIAS;4804,95
20140;41101012;20140 - TELEVENDAS;41101012 - DECIMO TERCEIRO SALARIO;3760,07
20140;41101016;20140 - TELEVENDAS;41101016 - PREMIACAO POR EVENTO;6833,33
20140;41101023;20140 - TELEVENDAS;41101023 - AJUDA DE CUSTO ESCOLAR;185,5
20140;41101025;20140 - TELEVENDAS;41101025 - R.S.R. SOBRE HORA EXTRA;3,96
20140;41101026;20140 - TELEVENDAS;41101026 - R.S.R. SOBRE COMISSOES;2263,93
20140;41101027;20140 - TELEVENDAS;41101027 - PROVISAO PPR;3586,66
20140;41101028;20140 - TELEVENDAS;41101028 - PROVISAO BANCO DE HORAS;1441,27
20140;41102001;20140 - TELEVENDAS;41102001 - MEDICAMENTOS;1
20140;41102005;20140 - TELEVENDAS;41102005 - VALE TRANSPORTE;-86,24
20140;41102009;20140 - TELEVENDAS;41102009 - TICKETS RESTAURANTE;853,5
20140;41102011;20140 - TELEVENDAS;41102011 - ASSISTENCIA MEDICA;4335,8
20140;41102014;20140 - TELEVENDAS;41102014 - DESP. ODONTOLOGICAS;-11,33
20140;41102017;20140 - TELEVENDAS;41102017 - SEGURO DE VIDA;90,01
20140;41102022;20140 - TELEVENDAS;41102022 - CESTA BASICA;1575,68
20140;42101015;20140 - TELEVENDAS;42101015 - BENS DE PEQUENO VALOR;-75
20140;42104001;20140 - TELEVENDAS;42104001 - MANUTENCAO DE MAQUINAS E EQUIPAMENTOS;310,08
20140;42106004;20140 - TELEVENDAS;42106004 - REFEICOES E LANCHES;94,5
20140;42107006;20140 - TELEVENDAS;42107006 - OUTRAS DESPESAS COM VEICULOS;18,74
20140;42108001;20140 - TELEVENDAS;42108001 - TELEFONIA FIXA;285,1
20140;42108002;20140 - TELEVENDAS;42108002 - TELEFONIA MOVEL;1068,78
20140;42108003;20140 - TELEVENDAS;42108003 - CORREIO;45,88
20140;42109002;20140 - TELEVENDAS;42109002 - DESPESA LICENCA DE USO DE SOFTWARE;71,95
20140;42109009;20140 - TELEVENDAS;42109009 - SERVICOS TERCEIRIZADOS DE TI;8750,15
20140;42111021;20140 - TELEVENDAS;42111021 - ACOES DE RESPONSABILIDADE SOCIAL;20,07
20140;42115001;20140 - TELEVENDAS;42115001 - DEPRECIACAO;784,45
20140;42115002;20140 - TELEVENDAS;42115002 - AMORTIZACAO;86,65
20140;49101025;20140 - TELEVENDAS;49101025 - RATEIO RECEBIDO REFEITORIO;2772,57
20140;49101026;20140 - TELEVENDAS;49101026 - RATEIO RECEBIDO LIMPEZA;1214,7
20140;49101032;20140 - TELEVENDAS;49101032 - RATEIOS RECEBIDOS PROG JOVEM APRENDIZ;273,26
20140;49901005;20140 - TELEVENDAS;49901005 - RATEIOS TELEVENDAS;-106374,49
20170;41101001;20170 - EXPORTACAO;41101001 - SALARIOS;20951,85
20170;41101002;20170 - EXPORTACAO;41101002 - HORAS EXTRAS;340,36
20170;41101006;20170 - EXPORTACAO;41101006 - OUTRAS REMUNERACOES;295,1
20170;41101008;20170 - EXPORTACAO;41101008 - ENCARGOS SOCIAIS - INSS;7694,46
20170;41101009;20170 - EXPORTACAO;41101009 - ENC. SOCIAIS - FGTS;2254,1
20170;41101010;20170 - EXPORTACAO;41101010 - FERIAS;7803,52
20170;41101012;20170 - EXPORTACAO;41101012 - DECIMO TERCEIRO SALARIO;4398,21
20170;41101016;20170 - EXPORTACAO;41101016 - PREMIACAO POR EVENTO;-8666,65
20170;41101025;20170 - EXPORTACAO;41101025 - R.S.R. SOBRE HORA EXTRA;52,36
20170;41101027;20170 - EXPORTACAO;41101027 - PROVISAO PPR;4215,52
20170;41102011;20170 - EXPORTACAO;41102011 - ASSISTENCIA MEDICA;1117,57
20170;41102014;20170 - EXPORTACAO;41102014 - DESP. ODONTOLOGICAS;29,38
20170;41102017;20170 - EXPORTACAO;41102017 - SEGURO DE VIDA;106,47
20170;41102018;20170 - EXPORTACAO;41102018 - RECRUTAMENTO E SELECAO;8
20170;41102022;20170 - EXPORTACAO;41102022 - CESTA BASICA;272,55
20170;42105006;20170 - EXPORTACAO;42105006 - DESPACHANTE PESSOA JURIDICA;7890,52
20170;42105017;20170 - EXPORTACAO;42105017 - FRETES/ CARRETOS;177,92
20170;42106003;20170 - EXPORTACAO;42106003 - DESPESAS DE REPRESENTACAO;13039,2
20170;42108001;20170 - EXPORTACAO;42108001 - TELEFONIA FIXA;53,66
20170;42108002;20170 - EXPORTACAO;42108002 - TELEFONIA MOVEL;168,1
20170;42108003;20170 - EXPORTACAO;42108003 - CORREIO;28,18
20170;42111009;20170 - EXPORTACAO;42111009 - DESPESAS DE CARTORIO;125
20170;42111015;20170 - EXPORTACAO;42111015 - ANUIDADES E MENSALIDADES;490,76
20170;42115001;20170 - EXPORTACAO;42115001 - DEPRECIACAO;292,6
20170;42115002;20170 - EXPORTACAO;42115002 - AMORTIZACAO;14,73
20170;42116009;20170 - EXPORTACAO;42116009 - SERVICOS GRAFICOS;2960
20170;49101025;20170 - EXPORTACAO;49101025 - RATEIO RECEBIDO REFEITORIO;798,06
20170;49101026;20170 - EXPORTACAO;49101026 - RATEIO RECEBIDO LIMPEZA;347,06
20170;49101032;20170 - EXPORTACAO;49101032 - RATEIOS RECEBIDOS PROG JOVEM APRENDIZ;78,08
20171;42105006;20171 - EXPORTACAO ESTADOS UNIDOS;42105006 - DESPACHANTE PESSOA JURIDICA;11408,97
20173;42102002;20173 - EXPORTACAO PORTUGAL;42102002 - FRETES SOBRE VENDAS;-67688,4
20173;42105006;20173 - EXPORTACAO PORTUGAL;42105006 - DESPACHANTE PESSOA JURIDICA;42355,37
20174;42115001;20174 - EXPORTACAO INGLATERRA;42115001 - DEPRECIACAO;13,74
20175;42106003;20175 - EXPORTACAO CHILE;42106003 - DESPESAS DE REPRESENTACAO;11245,2
20181;42105006;20181 - FORNO DE MINAS USA;42105006 - DESPACHANTE PESSOA JURIDICA;-8540,24
20182;42105006;20182 - EXPORTACAO COLOMBIA;42105006 - DESPACHANTE PESSOA JURIDICA;9225
20182;42106003;20182 - EXPORTACAO COLOMBIA;42106003 - DESPESAS DE REPRESENTACAO;16509,57
20185;42105006;20185 - EXPORTACAO ARGENTINA;42105006 - DESPACHANTE PESSOA JURIDICA;1842,09
20188;42105010;20188 - PROJETO GLOBAL NORTH AMERICA;42105010 - CONSULTORIA;3966,01
20188;42105015;20188 - PROJETO GLOBAL NORTH AMERICA;42105015 - SERVICO TRADUCAO LINGUISTICA;170
21100;41101001;21100 - FILIAL MG VR;41101001 - SALARIOS;50118,78
21100;41101004;21100 - FILIAL MG VR;41101004 - COMISSOES;11712,4
21100;41101005;21100 - FILIAL MG VR;41101005 - AJUDA DE CUSTO;7393,83
21100;41101008;21100 - FILIAL MG VR;41101008 - ENCARGOS SOCIAIS - INSS;21948,82
21100;41101009;21100 - FILIAL MG VR;41101009 - ENC. SOCIAIS - FGTS;6061,54
21100;41101010;21100 - FILIAL MG VR;41101010 - FERIAS;7278,17
21100;41101012;21100 - FILIAL MG VR;41101012 - DECIMO TERCEIRO SALARIO;5311,88
21100;41101016;21100 - FILIAL MG VR;41101016 - PREMIACAO POR EVENTO;31500,01
21100;41101026;21100 - FILIAL MG VR;41101026 - R.S.R. SOBRE COMISSOES;1801,9
21100;41101027;21100 - FILIAL MG VR;41101027 - PROVISAO PPR;8664,02
21100;41102001;21100 - FILIAL MG VR;41102001 - MEDICAMENTOS;-0,1
21100;41102003;21100 - FILIAL MG VR;41102003 - UNIFORMES;1076,62
21100;41102004;21100 - FILIAL MG VR;41102004 - EPI;445,94
21100;41102009;21100 - FILIAL MG VR;41102009 - TICKETS RESTAURANTE;3767,22
21100;41102011;21100 - FILIAL MG VR;41102011 - ASSISTENCIA MEDICA;3667,1
21100;41102014;21100 - FILIAL MG VR;41102014 - DESP. ODONTOLOGICAS;-0,99
21100;41102017;21100 - FILIAL MG VR;41102017 - SEGURO DE VIDA;176,72
21100;42101015;21100 - FILIAL MG VR;42101015 - BENS DE PEQUENO VALOR;-175
21100;42101017;21100 - FILIAL MG VR;42101017 - MATERIAL DE CONSUMO;29,53
21100;42103003;21100 - FILIAL MG VR;42103003 - ALUGUEIS DE VEICULOS;7705,4
21100;42104001;21100 - FILIAL MG VR;42104001 - MANUTENCAO DE MAQUINAS E EQUIPAMENTOS;296,1
21100;42104004;21100 - FILIAL MG VR;42104004 - MANUTENCAO DE VEICULOS;3372,85
21100;42106003;21100 - FILIAL MG VR;42106003 - DESPESAS DE REPRESENTACAO;8165,82
21100;42106004;21100 - FILIAL MG VR;42106004 - REFEICOES E LANCHES;326,16
21100;42106008;21100 - FILIAL MG VR;42106008 - HOSPEDAGEM;300,76
21100;42107005;21100 - FILIAL MG VR;42107005 - ESTACIONAMENTO/PEDAGIO;151,16
21100;42107006;21100 - FILIAL MG VR;42107006 - OUTRAS DESPESAS COM VEICULOS;-358,57
21100;42108001;21100 - FILIAL MG VR;42108001 - TELEFONIA FIXA;285,64
21100;42108002;21100 - FILIAL MG VR;42108002 - TELEFONIA MOVEL;1127,27
21100;42109002;21100 - FILIAL MG VR;42109002 - DESPESA LICENCA DE USO DE SOFTWARE;321,44
21100;42111002;21100 - FILIAL MG VR;42111002 - MATERIAL DE ESCRITORIO;3,94
21100;42111024;21100 - FILIAL MG VR;42111024 - GASTOS COM PROMOTORES;12009,32
21100;42111027;21100 - FILIAL MG VR;42111027 - DESPESA DESCARTE COMERCIAL;11837,61
21100;42114001;21100 - FILIAL MG VR;42114001 - COMISSOES SOBRE VENDAS;14134,47
21100;42115001;21100 - FILIAL MG VR;42115001 - DEPRECIACAO;7049,89
21100;42115002;21100 - FILIAL MG VR;42115002 - AMORTIZACAO;51,72
21100;42116006;21100 - FILIAL MG VR;42116006 - MATERIAL DE PROPAGANDA;180,3
21100;42116007;21100 - FILIAL MG VR;42116007 - DOACOES/BRINDES;611
21100;42117001;21100 - FILIAL MG VR;42117001 - CONSUMO DE PRODUTO ACABADO;4824,29
21100;49901002;21100 - FILIAL MG VR;49901002 - RATEIOS DIRETORIA COMERCIAL;-1202,782707
21100;49901001;21100 - FILIAL MG VR;49901001 - RATEIOS ADM COML VENDAS;15912,10006
21100;49901003;21100 - FILIAL MG VR;49901003 - RATEIOS GERENCIA VR;5006,432605
21102;42108002;21102 - FILIAL MG VN;42108002 - TELEFONIA MOVEL;22,94
21102;42115001;21102 - FILIAL MG VN;42115001 - DEPRECIACAO;11,76
21102;49901002;21102 - FILIAL MG VN;49901002 - RATEIOS DIRETORIA COMERCIAL;-172,6209917
21102;49901001;21102 - FILIAL MG VN;49901001 - RATEIOS ADM COML VENDAS;2283,673084
21102;49901003;21102 - FILIAL MG VN;49901003 - RATEIOS GERENCIA VR;718,5132911
21102;49901008;21102 - FILIAL MG VN;49901008 - RATEIOS DIRETORIA VN;200,4377843
21103;41101001;21103 - FILIAL MG FR;41101001 - SALARIOS;19281,06
21103;41101004;21103 - FILIAL MG FR;41101004 - COMISSOES;27962,67
21103;41101005;21103 - FILIAL MG FR;41101005 - AJUDA DE CUSTO;5283,8
21103;41101006;21103 - FILIAL MG FR;41101006 - OUTRAS REMUNERACOES;66,29
21103;41101008;21103 - FILIAL MG FR;41101008 - ENCARGOS SOCIAIS - INSS;17890,23
21103;41101009;21103 - FILIAL MG FR;41101009 - ENC. SOCIAIS - FGTS;4952,52
21103;41101010;21103 - FILIAL MG FR;41101010 - FERIAS;6094,34
21103;41101012;21103 - FILIAL MG FR;41101012 - DECIMO TERCEIRO SALARIO;4200,28
21103;41101016;21103 - FILIAL MG FR;41101016 - PREMIACAO POR EVENTO;-2695,79
21103;41101026;21103 - FILIAL MG FR;41101026 - R.S.R. SOBRE COMISSOES;4301,93
21103;41101027;21103 - FILIAL MG FR;41101027 - PROVISAO PPR;3821,48
21103;41102001;21103 - FILIAL MG FR;41102001 - MEDICAMENTOS;1,17
21103;41102009;21103 - FILIAL MG FR;41102009 - TICKETS RESTAURANTE;3189,93
21103;41102011;21103 - FILIAL MG FR;41102011 - ASSISTENCIA MEDICA;2663,4
21103;41102014;21103 - FILIAL MG FR;41102014 - DESP. ODONTOLOGICAS;-0,23
21103;41102017;21103 - FILIAL MG FR;41102017 - SEGURO DE VIDA;72,44
21103;42101015;21103 - FILIAL MG FR;42101015 - BENS DE PEQUENO VALOR;-175
21103;42101017;21103 - FILIAL MG FR;42101017 - MATERIAL DE CONSUMO;10,79
21103;42103003;21103 - FILIAL MG FR;42103003 - ALUGUEIS DE VEICULOS;8308,66
21103;42104001;21103 - FILIAL MG FR;42104001 - MANUTENCAO DE MAQUINAS E EQUIPAMENTOS;7833,14
21103;42105017;21103 - FILIAL MG FR;42105017 - FRETES/ CARRETOS;1360
21103;42106003;21103 - FILIAL MG FR;42106003 - DESPESAS DE REPRESENTACAO;681,04
21103;42106004;21103 - FILIAL MG FR;42106004 - REFEICOES E LANCHES;18,83
21103;42107005;21103 - FILIAL MG FR;42107005 - ESTACIONAMENTO/PEDAGIO;74,8
21103;42107006;21103 - FILIAL MG FR;42107006 - OUTRAS DESPESAS COM VEICULOS;294,21
21103;42108001;21103 - FILIAL MG FR;42108001 - TELEFONIA FIXA;42,92
21103;42108002;21103 - FILIAL MG FR;42108002 - TELEFONIA MOVEL;1231,09
21103;42109002;21103 - FILIAL MG FR;42109002 - DESPESA LICENCA DE USO DE SOFTWARE;285,47
21103;42111024;21103 - FILIAL MG FR;42111024 - GASTOS COM PROMOTORES;7956,04
21103;42113001;21103 - FILIAL MG FR;42113001 - DESPESAS COM ARMAZENAGEM;666,6
21103;42114001;21103 - FILIAL MG FR;42114001 - COMISSOES SOBRE VENDAS;6896,35
21103;42115001;21103 - FILIAL MG FR;42115001 - DEPRECIACAO;132,73
21103;42115002;21103 - FILIAL MG FR;42115002 - AMORTIZACAO;24,04
21103;49901016;21103 - FILIAL MG FR;49901016 - RATEIOS GERENCIA FS+TV;5745,171475
21103;49901002;21103 - FILIAL MG FR;49901002 - RATEIOS DIRETORIA COMERCIAL;-244,3795417
21103;49901001;21103 - FILIAL MG FR;49901001 - RATEIOS ADM COML VENDAS;3232,996034
21103;49901003;21103 - FILIAL MG FR;49901003 - RATEIOS GERENCIA VR;1017,199282
21103;49901005;21103 - FILIAL MG FR;49901005 - RATEIOS TELEVENDAS;13971,0754
21104;42108002;21104 - FILIAL MG FN;42108002 - TELEFONIA MOVEL;13,85
21104;49901011;21104 - FILIAL MG FN;49901011 - RATEIOS GERENCIA FN;0
21104;49901037;21104 - FILIAL MG FN;49901037 - RATEIO GERENCIA FN+FP;0
21104;49901002;21104 - FILIAL MG FN;49901002 - RATEIOS DIRETORIA COMERCIAL;0
21104;49901001;21104 - FILIAL MG FN;49901001 - RATEIOS ADM COML VENDAS;0
21104;49901005;21104 - FILIAL MG FN;49901005 - RATEIOS TELEVENDAS;0
21105;41101001;21105 - FILIAL MG FP;41101001 - SALARIOS;1988,71
21105;41101004;21105 - FILIAL MG FP;41101004 - COMISSOES;5106,27
21105;41101005;21105 - FILIAL MG FP;41101005 - AJUDA DE CUSTO;1098,61
21105;41101008;21105 - FILIAL MG FP;41101008 - ENCARGOS SOCIAIS - INSS;2737,66
21105;41101009;21105 - FILIAL MG FP;41101009 - ENC. SOCIAIS - FGTS;753,03
21105;41101010;21105 - FILIAL MG FP;41101010 - FERIAS;875,62
21105;41101012;21105 - FILIAL MG FP;41101012 - DECIMO TERCEIRO SALARIO;656,72
21105;41101016;21105 - FILIAL MG FP;41101016 - PREMIACAO POR EVENTO;-1466,67
21105;41101026;21105 - FILIAL MG FP;41101026 - R.S.R. SOBRE COMISSOES;785,58
21105;41101027;21105 - FILIAL MG FP;41101027 - PROVISAO PPR;383,97
21105;41102005;21105 - FILIAL MG FP;41102005 - VALE TRANSPORTE;-12,38
21105;41102009;21105 - FILIAL MG FP;41102009 - TICKETS RESTAURANTE;426,75
21105;41102011;21105 - FILIAL MG FP;41102011 - ASSISTENCIA MEDICA;141,7
21105;41102014;21105 - FILIAL MG FP;41102014 - DESP. ODONTOLOGICAS;0,98
21105;41102017;21105 - FILIAL MG FP;41102017 - SEGURO DE VIDA;6,59
21105;42101015;21105 - FILIAL MG FP;42101015 - BENS DE PEQUENO VALOR;-25
21105;42103003;21105 - FILIAL MG FP;42103003 - ALUGUEIS DE VEICULOS;730,78
21105;42107006;21105 - FILIAL MG FP;42107006 - OUTRAS DESPESAS COM VEICULOS;-260,32
21105;42108002;21105 - FILIAL MG FP;42108002 - TELEFONIA MOVEL;328,65
21105;42109002;21105 - FILIAL MG FP;42109002 - DESPESA LICENCA DE USO DE SOFTWARE;69,63
21105;42115001;21105 - FILIAL MG FP;42115001 - DEPRECIACAO;43,1
21105;42115002;21105 - FILIAL MG FP;42115002 - AMORTIZACAO;26,95
21105;49901036;21105 - FILIAL MG FP;49901036 - RATEIO GERENCIA FP;6,084025967
21105;49901037;21105 - FILIAL MG FP;49901037 - RATEIO GERENCIA FN+FP;8,550769734
21105;49901002;21105 - FILIAL MG FP;49901002 - RATEIOS DIRETORIA COMERCIAL;-0,316361205
21105;49901001;21105 - FILIAL MG FP;49901001 - RATEIOS ADM COML VENDAS;4,185270638
21106;42101010;21106 - FILIAL COMERCIAL DESATIVADO;42101010 - DEGUSTACAO;1306,03
21107;42106003;21107 - FILIAL MG CR;42106003 - DESPESAS DE REPRESENTACAO;1908,45
21107;42111024;21107 - FILIAL MG CR;42111024 - GASTOS COM PROMOTORES;206,44
21107;42114001;21107 - FILIAL MG CR;42114001 - COMISSOES SOBRE VENDAS;2330,49
21107;49901002;21107 - FILIAL MG CR;49901002 - RATEIOS DIRETORIA COMERCIAL;-213,1842775
21107;49901001;21107 - FILIAL MG CR;49901001 - RATEIOS ADM COML VENDAS;2820,301237
21107;49901003;21107 - FILIAL MG CR;49901003 - RATEIOS GERENCIA VR;887,3528957
21110;41101001;21110 - FILIAL SP VR;41101001 - SALARIOS;40919,04
21110;41101004;21110 - FILIAL SP VR;41101004 - COMISSOES;32588,53
21110;41101005;21110 - FILIAL SP VR;41101005 - AJUDA DE CUSTO;12926,39
21110;41101008;21110 - FILIAL SP VR;41101008 - ENCARGOS SOCIAIS - INSS;25788,74
21110;41101009;21110 - FILIAL SP VR;41101009 - ENC. SOCIAIS - FGTS;7480,46
